sample	10p	10q	11p	11q	12p	12q	13q	14q	15q	16p	16q	17p	17q	18p	18q	19p	19q	1p	1q	20p	20q	21q	22q	2p	2q	3p	3q	4p	4q	5p	5q	6p	6q	7p	7q	8p	8q	9p	9q	Xp	Xq
GENIE-MSK-P-0008944-T01-IM5	-0.012	-0.012	0.0166	0.0127	-0.2214	-0.0152	-0.2301	-0.0164	-0.0364	-0.0107	-0.0107	0.082	0.0818	0.0278	0.0278	0.0332	0.0743	0.0368	0.0368	0.0759	0.0759	0.1304	-0.0054	0.0387	0.0387	-0.0306	-0.0306	-0.0649	-0.0649	-0.0144	-0.0253	-0.1468	-0.1281	0.1052	0.1052	-0.0945	0.0408	0.0241	0.0241	-0.0411	-0.0411
GENIE-MSK-P-0008946-T01-IM5	-0.0115	-0.0115	-0.0237	-0.0218	0.2984	0.0395	0.2642	0.0106	0.0535	0.0134	-0.4137	-0.3981	0.0816	0.0298	0.0298	0.0465	0.0462	0.0288	0.1276	-0.0046	-0.0046	0.0134	0.0384	0.0183	0.0278	0.03	0.0399	0.0444	0.0444	-0.0434	-0.4037	0.0174	-0.4377	0.021	0.021	0.0051	0.0051	-0.0093	-0.0093	-0.2448	-0.2448
GENIE-MSK-P-0008963-T01-IM5	-0.6631	-0.6215	0.0048	0.0048	-0.0146	0.0213	-0.0123	0.0344	0.0046	0.0571	0.0674	-0.0148	0.0407	-0.0439	-0.0439	0.0881	0.0941	0.0037	0.3644	0.3168	0.4246	-0.0345	0.0729	-0.003	-0.003	0.0179	-0.1419	-0.0384	-0.077	-0.0443	-0.0443	0.7425	-0.09	0.1671	-0.0133	0.4228	0.4228	-0.6842	-0.6973	0.0109	-0.0857
GENIE-MSK-P-0008964-T01-IM5	-0.1135	-0.122	-0.0901	-0.0901	-0.0712	-0.0712	-0.1063	-0.0759	-0.1073	0.2076	0.2076	0.2071	0.2071	-0.0674	-0.0674	-0.0909	-0.1071	-0.0788	-0.0776	0.1769	0.1516	-0.0189	-0.0564	-0.1133	-0.1192	-0.0068	-0.0068	-0.1327	-0.1327	0.2377	0.2377	-0.0682	-0.0682	0.4282	0.4282	-0.0725	-0.0725	-0.0815	-0.0815	-0.1352	-0.1352
GENIE-MSK-P-0008974-T01-IM5	-0.536	-0.536	0.0159	-0.4001	0.0505	0.0505	-0.4007	0.0799	0.1071	-0.0479	-0.6195	0.0539	0.5291	-0.0195	-0.0195	0.0179	0.0179	0.1672	0.544	0.0702	0.0702	0.0895	0.0805	0.4446	0.0701	0.0304	0.0304	0.047	0.0338	-0.0431	0.3723	0.016	-0.501	0.4703	0.0362	0.4155	0.4155	-0.6238	-0.6238	-0.033	0.0092
GENIE-MSK-P-0008997-T01-IM5	-0.3826	0.0105	0.1032	-0.3468	-0.1879	-0.1879	0.0784	-0.1561	0.2389	-0.2396	-0.2396	-0.1725	0.262	-0.1947	-0.1947	0.0702	0.0702	0.1574	0.0921	0.0656	0.0656	-0.1346	0.3937	0.1372	0.1372	-0.175	-0.175	-0.2188	-0.3167	0.077	0.077	0.1042	0.0541	0.3424	0.1748	0.1356	0.1356	-0.0207	-0.0207	0.0294	-0.1994
GENIE-MSK-P-0008999-T01-IM5	0.0727	0.0727	-0.4027	-0.2894	0.4073	0.2542	0.0431	0.0796	0.0573	0.0581	0.0581	-0.1858	0.1234	-0.0435	0.2332	0.0646	0.0646	0.0784	0.3727	0.7087	0.7087	0.0464	0.0572	0.0563	0.069	0.0749	0.0749	0.0724	0.0724	0.0477	0.0477	-0.203	-0.4562	0.0274	-0.1528	0.4121	0.4121	-0.3761	-0.4481	-0.0679	-0.0635
GENIE-MSK-P-0009005-T01-IM5	0.289	-0.309	-0.2511	0.1738	-0.0547	-0.0274	-0.6785	-0.0983	-0.3484	-0.4212	-0.4425	-0.0277	-0.0691	0.0698	-0.0393	0.016	-0.0417	-0.2621	0.174	0.2065	0.2929	0.0539	-0.1916	-0.3674	-0.3925	0.1781	0.1781	-0.3946	-0.0702	0.9211	-0.3845	-0.1231	-0.0454	0.0228	0.285	-0.0935	0.0553	-0.3753	0.231	0.0647	0.0647
GENIE-MSK-P-0009017-T01-IM5	0.0446	0.0446	0.0982	0.0982	-0.0304	-0.0304	-0.1479	0.0266	-0.025	-0.1565	-0.1565	-0.0279	0.136	0.1067	0.1067	-0.1084	-0.1084	0.0679	0.2291	0.3027	0.3027	-0.2682	-0.0974	0.2337	0.2337	0.022	0.022	-0.0242	-0.0242	0.1265	-0.1625	-0.1558	-0.1558	0.1086	0.1086	0.1505	0.1505	-0.0765	-0.0765	-0.1238	-0.1238
GENIE-MSK-P-0009019-T01-IM5	-0.197	-0.1417	-0.2536	-0.2536	-0.1423	0.2214	0.3391	-0.2052	-0.4739	0.4101	-0.1999	-0.0852	0.2028	0.1551	0.1551	0.1111	0.1109	-0.4467	0.6058	-0.1534	-0.1258	0.6717	0.2164	0.3828	-0.142	0.193	-0.1922	0.0933	-0.5101	-0.0488	-0.0793	0.6467	-0.204	0.1667	0.0123	0.2342	0.6309	-0.0907	-0.0907	0.0166	0.0241
GENIE-MSK-P-0009020-T01-IM5	-0.135	-0.0344	-0.0352	-0.0877	-0.1386	-0.0914	-0.1787	-0.1683	0.0196	0.0843	-0.0186	0.0986	-0.0099	-0.1772	-0.1772	0.0983	0.0979	-0.0781	-0.033	-0.2382	0.0921	0.2996	-0.0064	-0.1465	-0.0968	-0.0391	-0.0059	-0.0991	-0.0923	-0.0632	-0.0632	0.0257	-0.0283	-0.0048	-0.0882	-0.1102	0.0373	-0.2	-0.132	-0.2043	-0.2043
GENIE-MSK-P-0009057-T01-IM5	-0.0179	0.0186	-8e-04	-8e-04	0.0699	0.0699	-0.0277	0.0079	-0.0026	-0.0207	-0.0207	0.0191	0.0191	6e-04	6e-04	0.0118	0.0261	-8e-04	-8e-04	0.0116	-0.0106	0.0623	0.0245	4e-04	4e-04	-5e-04	-5e-04	-0.0391	-0.0391	0.0238	0.0238	0.0143	-0.0086	-0.007	-0.007	5e-04	5e-04	-4e-04	-4e-04	-0.0364	-0.0364
GENIE-MSK-P-0009066-T01-IM5	-0.0278	0.0108	-0.0029	-0.0029	0.0195	0.0162	0.075	-0.0294	-0.0558	-0.1618	-0.1618	0.0448	0.0592	-0.1565	-0.1565	-0.0543	-0.0543	0.0355	0.0274	0.1793	0.1793	0.1029	0.0184	0.0608	0.0608	-0.0586	-0.0586	-0.1582	-0.1165	0.0924	0.0512	0.128	-0.017	-0.0081	-0.0081	0.0184	0.0184	0.0086	0.0086	-0.0406	-0.0406
GENIE-MSK-P-0009068-T01-IM5	0.083	-0.0196	0.0279	0.2778	0.1216	0.338	-0.0605	-0.1165	-0.1907	-0.0828	-0.1074	0.0412	0.1968	0.2565	0.2565	-0.3325	0.0374	-0.0756	-0.0522	-0.0174	-0.0172	-0.0444	-0.4588	-0.0249	-0.0331	0.0119	0.0067	-0.1872	-0.1872	-0.094	-0.094	-0.1196	-0.092	0.0166	-0.0193	-0.0165	-0.0125	-0.0317	-0.0795	-0.0432	-0.0432
GENIE-MSK-P-0009072-T01-IM5	0.3915	-0.7248	-0.7247	-0.7247	0.0253	0.0253	-0.0032	0.0291	0.0274	0.0136	0.0136	0.0233	0.0233	0.0178	0.0178	0.033	0.033	0.0327	0.0313	0.0701	0.0701	0.0413	-0.0485	0.0121	0.0121	0.0176	0.0203	-0.0076	-0.0076	0.0212	0.0228	0.7048	-0.6201	0.4833	0.4833	-0.0903	1.3042	-0.4907	-0.454	-0.0209	-0.0209
GENIE-MSK-P-0009074-T01-IM5	0.0503	0.0503	0.0439	0.0439	0.0989	-0.2487	0.0074	0.043	0.0511	0.0291	-0.5449	0.0502	0.0502	0.0258	0.0258	0.0495	0.0495	0.0696	0.4183	0.0791	0.0791	0.076	0.0592	0.0412	0.0412	-0.5059	-0.5059	0.033	0.033	0.0736	0.0736	0.0888	-0.3702	0.0382	0.0382	-0.4624	1.1414	0.0514	0.0514	-0.0243	-0.0243
GENIE-MSK-P-0009080-T01-IM5	-0.3919	0.1276	0.1082	0.1082	0.0793	0.0793	-0.1678	0.0987	0.1288	-0.0308	-0.0308	-0.5198	-0.1753	-0.4852	-0.4852	0.0792	0.3307	-0.135	-0.135	-0.5028	0.1567	0.1203	0.7536	0.1194	0.1194	-0.0657	0.3044	-0.0604	0.0856	0.5808	-0.4544	-0.0118	-0.0643	0.1785	0.0214	-0.4463	0.6416	-0.3729	-0.2008	0.0644	0.0727
GENIE-MSK-P-0009084-T01-IM5	-0.3015	-0.3201	0.0627	0.0254	0.2907	-0.0945	-0.1188	0.0242	-0.0758	0.0675	-0.039	0.0223	0.0492	-0.0597	-0.0597	0.093	0.1085	-0.3562	0.3621	0.3622	0.3622	0.0433	0.1642	0.1062	0.0558	0.0452	-0.0892	0.0497	-0.3101	-0.0018	-0.3247	0.4071	-0.2736	0.3308	0.3277	-0.2173	0.2131	-0.417	0.2094	0.0297	-0.0155
GENIE-MSK-P-0009088-T01-IM5	0.052	0.052	-0.0156	-0.0156	0.027	0.027	0.0169	0.0482	-0.0016	-0.1072	-0.1072	0.0198	0.0198	-0.081	-0.081	-0.0138	-0.0138	0.0304	0.0304	-0.0082	0.2862	-0.0129	-0.0438	-0.0154	-0.0154	0.0363	0.0363	-0.0962	-0.0962	-0.0044	-0.0044	0.0055	-0.0012	0.0172	0.0172	0.1026	0.1026	-0.1124	-0.1124	0.006	0.006
GENIE-MSK-P-0009100-T01-IM5	-0.2508	-0.2508	-0.2597	0.0213	-0.0726	0.0832	-0.0244	0.0296	0.0558	-0.0402	-0.0402	0.1948	0.0533	0.2292	-0.151	-0.004	-0.004	0.0067	0.0064	-0.01	-0.01	-0.175	0.0701	-0.0124	-0.0124	0.0107	0.0107	-0.0469	-0.0554	0.147	-0.0253	0.2555	0.0472	-0.0215	-0.0215	-0.1305	-0.1305	-0.2936	-0.1297	-0.08	-0.08
GENIE-MSK-P-0009101-T01-IM5	-0.004	-0.1191	8e-04	0.0215	0.0211	0.0211	-0.0141	0.0506	0.0129	-0.0233	-0.0233	0.0253	0.0253	-0.1553	-0.1553	0.0404	0.0404	0.0404	0.0149	-0.0796	0.298	0.0661	0.0684	-0.0036	-0.0036	0.009	0.009	-0.0093	-0.0093	0.0419	0.0384	0.0724	-0.0605	-0.0016	-0.0016	0.0231	0.0231	-0.1605	-0.1605	0.0173	-0.0607
GENIE-MSK-P-0009105-T01-IM5	-0.0603	-0.0501	0.1268	-0.1696	-0.0122	-0.0192	-0.0792	-0.2271	-0.1534	-0.1643	-0.1498	0.0623	0.2046	-0.2825	-0.2825	0.067	0.0485	-0.0683	-0.045	0.0297	0.0297	-0.1842	0.0692	0.0492	-0.1415	-0.0127	-0.0264	-0.5282	-0.0398	0.1983	0.1784	0.4654	-0.2541	0.1075	0.1075	0.143	0.143	-0.0444	-0.0444	-0.0869	-0.0869
GENIE-MSK-P-0009106-T01-IM5	0.0113	0.0402	-0.0809	-0.0809	-0.0987	-0.0987	0.2946	0.0116	0.0096	-0.3798	-0.1736	-0.034	0.192	-0.1283	-0.1283	0.0071	0.0044	-0.0898	-0.0864	-0.087	-0.0678	-0.046	-0.0052	-0.0839	-0.1234	-0.0696	-0.1008	0.0061	-0.0557	2e-04	-0.0781	0.5913	-0.6575	0.6894	0.1919	-0.0554	0.3301	-0.0528	-0.0528	-0.0649	-0.0649
GENIE-MSK-P-0009108-T01-IM5	-0.3191	-0.3445	0.3907	0.3907	-0.3186	-0.3186	0.1924	0.2064	-0.1057	0.1372	0.104	-0.2321	-0.2321	0.3132	0.3126	0.0669	0.0669	-0.0231	-0.0231	0.2143	0.2143	0.2256	0.3742	-0.0959	-0.1617	-0.1303	-0.1687	0.3565	0.3565	-0.3715	-0.3715	0.5917	-0.4596	0.6005	0.5973	-0.2672	0.4082	-0.432	-0.4308	-0.0582	-0.0467
GENIE-MSK-P-0009119-T01-IM5	-0.1061	-0.1061	0.0305	0.0305	-0.0103	-0.0103	-0.0551	0.0438	0.0505	0.0381	0.0381	0.0061	-0.0302	-0.0071	-0.0071	0.2119	0.1987	-0.0338	0.0907	0.1494	0.1494	0.0905	0.0633	0.0146	0.0146	0.0183	-0.0138	0.0253	0.0253	0.0357	0.0357	0.0518	0.0518	0.1561	0.1561	-0.01	-7e-04	-0.0222	0.0421	0.1633	0.1633
GENIE-MSK-P-0009148-T01-IM5	-0.8971	-0.4219	-0.5957	-0.6236	-0.1655	-0.1237	0.1173	0.3713	0.1146	0.0196	0.0193	0.0118	0.0171	-0.4616	-0.476	-0.0462	-0.0352	0.0201	0.1235	0.5917	0.5917	-0.4693	0.6473	-0.0848	-0.0878	0.0276	0.3607	0.1414	-0.103	-0.1806	-0.0346	-0.0547	-0.0547	0.4173	0.3349	0.6343	0.6343	-0.2116	0.012	0.2005	0.1669
GENIE-MSK-P-0009152-T01-IM5	-0.0128	-0.0128	-0.0471	-0.0471	-0.0265	-0.0265	-0.0524	-0.0369	-0.0189	-0.0106	-0.0221	-0.0436	-0.0436	-0.086	-0.086	0.0143	0.0143	-0.0358	-0.0358	0.0039	0.0039	0.0426	0.0552	-0.0435	-0.0435	0.3239	0.3239	-0.1151	-0.1151	-0.0253	-0.0253	0.0049	-0.0621	-0.0611	-0.0611	-0.0074	0.5967	-0.0441	-0.0441	-0.08	-0.08
GENIE-MSK-P-0009161-T01-IM5	0.0346	-0.0632	-0.0529	-0.0529	0.141	0.1269	-0.1737	-0.0912	-0.1724	-0.0142	-0.0394	-0.0957	0.0377	-0.2159	-0.2159	0.1202	0.1202	-0.0833	-0.0891	-0.0775	-0.0775	-0.1289	0.0566	-0.0663	-0.0606	-0.0255	-0.0156	0.1158	0.0793	-0.018	-0.0025	-0.0657	-0.0715	-0.0164	-0.0164	-0.0398	0.1395	0.0108	0.0141	-0.2202	0.1006
GENIE-MSK-P-0009177-T01-IM5	-0.1699	-0.1699	-0.0312	-0.0312	-0.0807	0.1031	-0.1186	-0.0595	-0.0761	0.0865	-0.2912	-0.2145	-0.0246	0.0636	0.0636	0.1421	-0.193	-0.0371	-0.0371	-0.0569	-0.0658	0.0866	0.0176	-0.0116	-0.0116	0.0317	0.0313	0.1157	-0.1486	0.0162	0.0162	-0.1172	-0.0908	0.2091	0.2091	-0.0686	0.291	-0.2107	-0.1583	-0.0373	-0.0373
GENIE-MSK-P-0009180-T01-IM5	-0.0175	-0.0175	-0.0082	-0.0082	6e-04	6e-04	-0.0207	0.0039	0.0236	0.0266	0.0266	0.0368	0.0245	-0.0161	-0.0161	0.0875	0.0875	-0.0041	-0.0041	0.0196	-0.0301	0.0088	0.0683	-0.025	-0.025	-0.0329	-0.0329	-0.1184	-0.1184	-0.0281	-0.0281	0.0083	-0.046	-0.0384	-0.0384	-0.0486	-0.0486	-0.0592	-0.0592	0.014	0.014
GENIE-MSK-P-0009188-T01-IM5	-0.0563	-0.0563	0.0159	-0.2294	-0.0082	-0.0082	-0.0558	-0.1235	-0.0143	0.0371	-0.1399	0.0523	0.1488	-0.0781	-0.0781	0.1047	0.049	0.042	0.042	0.1346	0.1346	-0.0341	0.0641	0.1138	-0.0141	-0.0443	0.4136	-0.0532	-0.0532	-0.14	-0.0547	0.0042	0.0042	0.0051	-0.0697	-0.0625	-0.0625	0.0191	0.0191	-0.0804	-0.0804
GENIE-MSK-P-0009189-T01-IM5	0.0794	0.0794	-0.1571	-0.1571	-0.0647	-0.0578	0.0244	0.046	-0.0252	0.042	0.042	0.1272	0.1604	-0.0707	-0.0707	-0.0926	-0.0926	0.1569	0.1569	-0.0188	-0.0188	0.1234	0.1152	0.1504	0.1504	0.0157	0.0157	-0.0891	-0.0891	0.3457	-0.0473	0.0301	0.1004	-0.0204	0.0769	0.0314	0.0426	-0.087	-0.087	0.0993	0.1048
GENIE-MSK-P-0009202-T01-IM5	0.004	0.004	-0.0547	0.0942	0.0287	0.0287	-0.5793	0.0268	0.0787	0.0069	0.0069	-0.289	0.0522	0.0793	-0.2192	0.147	-0.0379	-0.1585	-0.0847	-0.0329	-0.0329	-0.2756	-0.0423	0.1124	0.0315	-0.3116	0.2214	-0.274	0.0653	0.2077	-0.3326	0.0029	0.0029	-0.0318	-0.033	-0.1876	-0.1876	-0.0658	0.2748	0.0606	0.0668
GENIE-MSK-P-0009245-T01-IM5	-0.1554	-0.6446	-0.413	-0.313	-0.0629	0.0942	0.1796	0.4105	0.2874	-0.0059	-0.0859	0.2306	0.1932	-0.3647	0.2005	0.2201	-0.4862	-0.3674	0.3636	0.1143	0.0767	-0.1689	0.1513	0.1415	0.0258	0.138	0.1383	-0.4692	0.0854	-0.0973	-0.1109	0.9066	0.0486	0.1021	0.0561	0.055	0.1244	-0.1239	0.0939	0.0509	0.0058
GENIE-MSK-P-0009256-T01-IM5	-0.0327	-0.0327	-0.0738	-0.099	0.0879	0.0617	-0.0355	0.1221	0.1288	9e-04	9e-04	0.005	0.005	0.2009	0.309	-0.1667	-0.1667	-0.1003	0.1032	-0.278	-0.278	-0.2336	-0.0128	0.1442	0.0353	-0.2265	-0.2265	0.0158	0.0158	0.179	0.179	-0.1723	-0.1723	0.0693	0.0693	0.1673	0.1673	0.0552	0.0552	0.0937	0.0707
GENIE-MSK-P-0009263-T01-IM5	0.0107	0.0107	-0.0079	-0.0079	0.0238	0.0238	-9e-04	0.0254	-0.0176	-0.0189	-0.0189	0.2057	0.2057	-0.0159	-0.0159	-1e-04	-1e-04	0.1033	0.1033	-0.0214	-0.0214	-0.0144	-0.0186	0.0187	0.0187	0.0133	0.0133	0.0272	0.0272	0.0105	0.0105	-0.0344	-0.0344	0.2408	0.264	0.1266	0.1266	-0.0025	-1e-04	-0.1047	-0.1047
GENIE-MSK-P-0009274-T01-IM5	0.8333	0.1008	0.3064	-0.154	0.0666	0.0666	-0.2728	0.1274	-0.6692	0.1046	-0.4543	-0.6554	0.881	-0.2703	-0.5482	-0.1108	0.1119	-0.3	0.9347	-0.6494	0.117	0.1439	-0.1458	-0.117	-0.17	0.0933	0.0933	-0.2456	-0.2456	0.4624	0.1173	-0.0659	-0.4725	0.0897	0.0897	0.1419	0.3399	-0.2274	-0.2274	-0.1655	-0.1655
GENIE-MSK-P-0009292-T01-IM5	-0.4163	-0.4163	-0.1806	-0.1784	-0.0715	-0.0652	0.5109	0.1941	-0.0372	-0.308	-0.308	-0.0685	-0.0695	-0.2472	-0.2472	0.1435	-0.3888	8e-04	0.0226	0.1631	0.1631	0.8369	0.6243	-0.0126	-0.0126	-0.4091	-0.4091	-0.1079	-0.1079	0.8398	-0.3115	0.0103	-0.023	0.4615	0.4615	0.3906	0.5596	-0.1863	-0.1863	0.1914	0.2258
GENIE-MSK-P-0009293-T01-IM5	-0.1129	-0.1203	0.0012	0.0012	-0.0542	-0.0705	-0.0903	0.1124	-0.1936	-0.0544	-0.0544	-0.1853	0.2205	-0.2117	-0.2117	0.0594	0.0594	0.0866	0.1629	-0.2255	0.2109	0.0675	0.1246	0.1748	0.1748	0.0014	-0.0033	0.0395	0.0395	0.0262	0.0262	0.2229	-0.001	0.1422	0.1422	-0.0296	-0.0296	-0.1785	-0.1785	-0.2191	-0.2128
GENIE-MSK-P-0009297-T01-IM5	-0.0515	-0.0718	-0.0207	-0.014	0.0604	-0.0704	0.1499	-0.0276	0.0535	0.05	-0.1103	-0.0943	-0.0943	-0.0969	-0.0969	0.0461	0.0511	-0.1066	0.2277	-0.0025	-0.0025	0.0555	0.0593	-0.0565	-0.0565	-0.0822	-0.0576	0.0372	-0.0378	-0.038	-0.038	-0.0634	-0.0489	-0.0436	-0.0436	-0.1319	0.3676	-0.0792	-0.0792	-0.0161	-0.0161
GENIE-MSK-P-0009308-T01-IM5	-0.14	-0.14	0.0071	0.0071	-0.029	-0.029	-0.038	0.0346	0.0276	-0.0582	-0.0582	0.0195	0.0195	-0.0384	-0.0384	0.1105	0.1105	0.0185	0.024	0.0259	0.0259	0.0661	0.0848	-0.0224	-0.0224	0.0065	0.0065	-3e-04	-3e-04	3e-04	3e-04	0	0	-0.0078	-0.0078	0.1744	0.1744	-0.0892	-0.0389	-0.0554	-0.0554
GENIE-MSK-P-0009311-T01-IM5	-0.0656	-0.0656	0.1065	-0.1068	0.0928	0.0928	-0.352	0.0938	0.148	0.0419	0.0419	-0.3676	0.1598	-0.0783	-0.0783	-0.1451	-0.1617	-0.1981	0.2628	0.4712	0.5597	-0.4247	0.2142	0.1218	0.1218	0.1317	0.1317	-0.0421	-0.0421	-0.2026	-0.148	0.4421	-0.4476	0.354	0.354	0.1185	0.1185	-0.1564	0.1224	-0.2814	-0.2729
GENIE-MSK-P-0009319-T01-IM5	-0.0235	-0.0838	0.211	0.211	-0.0495	-0.0495	0.172	-0.1289	-0.0742	0.314	0.314	-0.0545	-0.0626	-0.1474	-0.1474	0.0787	0.0787	-0.1052	0.1441	-0.0911	-0.0911	0.2214	0.0241	-0.0552	-0.1027	-0.0994	-0.1395	0.2022	0.2022	0.2111	0.2111	-0.1447	-0.1447	-0.0909	-0.0909	0.0886	0.0886	-0.1032	-0.1032	-0.189	0.2699
GENIE-MSK-P-0009324-T02-IM5	-0.3761	-0.402	-0.3211	0.132	0.0939	-0.4044	0.438	-0.4089	-0.4094	-0.3947	-0.4022	0.1434	0.1434	0.1114	0.1114	0.3213	-0.2989	0.1183	0.1211	0.1142	0.1142	0.1437	-0.3574	0.0355	0.0355	-0.4341	-0.4787	-0.0257	-0.0257	0.448	0.0271	0.1552	0.1513	0.3855	0.0675	-0.1838	0.4302	-0.459	0.1545	0.0589	0.0589
GENIE-MSK-P-0009336-T01-IM5	0.063	0.063	0.0043	0.0043	0.0549	0.059	0.0186	0.058	0.026	0.0361	0.0361	0.0278	0.0396	-0.0803	-0.0803	-0.091	-0.091	0.0171	0.0171	0.0364	0.0364	0.0897	-0.1086	0.0404	0.0404	-0.0427	-0.0427	0.0596	0.0596	0.0442	0.0442	-0.0677	-0.084	0.0678	0.0678	-0.0058	-0.0058	-0.1141	-0.1141	-0.0734	-0.0734
GENIE-MSK-P-0009337-T01-IM5	0.0462	0.0462	-0.0499	-0.0499	-0.106	-0.0282	0.0144	-0.0105	0.0077	-0.0205	-0.0205	0.1585	0.1226	-0.0576	-0.0576	-0.0789	0.196	0.085	0.085	0.4168	0.2892	0.0524	-0.0383	0.0444	0.0444	0.0923	0.1128	-0.1313	-0.014	-0.0051	0.0028	0.1958	0.1643	-0.0224	-0.0224	-0.0046	-0.0046	-0.0672	-0.0672	-0.1341	-0.1014
GENIE-MSK-P-0009345-T01-IM5	-0.0277	-0.0277	0.0164	-0.0026	0.0175	0.0175	-0.0352	-0.0393	-0.024	-0.0152	-0.0256	0.0238	1e-04	-0.0645	-0.0645	0.0415	0.0592	-0.0347	-0.0072	-0.0903	-0.0903	-0.056	0.0038	-0.0161	-0.025	-0.0214	-0.03	-0.0462	-0.0462	-0.0358	-0.0358	-0.0229	-0.0437	0.0708	0.003	-0.0024	-0.0024	-0.1105	-0.0216	-0.0362	-0.0362
GENIE-MSK-P-0009347-T01-IM5	-0.0526	-0.0526	-0.0103	-0.0103	0.1049	0.1049	0.0065	-0.1585	-0.1536	-0.0886	-0.0886	0.0611	0.0932	-0.1359	-0.1359	-0.1443	0.1755	-0.0358	-0.0511	0.1445	0.1425	0.0019	0.076	-0.0624	-0.0624	-0.0766	-0.0766	-0.1343	-0.0958	0.1758	0.1763	0.0142	-0.0116	0.353	0.353	-0.0486	-0.0486	-0.1638	-0.1447	-0.0734	-0.0697
GENIE-MSK-P-0009348-T01-IM5	0.0344	0.0571	0.0541	0.0541	0.0702	0.055	0.034	-0.0081	0.0648	0.0975	0.0975	0.0847	0.077	0.021	0.021	0.1363	0.0997	0.0029	-0.0039	0.0203	0.016	0.049	0.1168	0.0365	-0.0301	-0.1929	-0.006	0.0304	0.0304	0.0338	0.0338	-0.0447	-0.021	0.0373	0.0674	0.0054	0.0054	-0.2129	-0.2129	-0.073	-0.073
GENIE-MSK-P-0009349-T01-IM5	-0.1952	-0.1908	0.0673	0.0705	-0.0131	0.0353	0.0439	0.0026	0.044	-0.0468	-0.025	0.0059	0.0059	0.1286	0.0338	-0.009	0.0102	-0.0734	0.0299	-0.0103	-0.0103	-0.8594	-0.0391	0.0606	0.0876	0.0942	0.0937	0.0872	0.0872	0.033	0.033	0.3953	-0.6849	0.0452	0.046	0.0392	0.0161	0.0593	-0.0276	-0.0497	-0.0497
GENIE-MSK-P-0009363-T01-IM5	-0.0208	-0.0208	-0.2186	-0.2186	-0.0743	-0.0827	0.4761	-0.4809	-0.0726	-0.1818	-0.1818	-0.3834	0.042	-0.4523	-0.4473	0.1105	0.1105	-0.2266	0.2471	0.0478	0.4987	0.0156	-0.172	0.0245	0.0245	-0.1864	-0.1864	-0.314	-0.314	0	0	-0.1201	-0.1271	0.2076	0.2076	-0.5152	-0.4685	-0.0157	-0.0631	0.3954	0.0262
GENIE-MSK-P-0009364-T01-IM5	0.1282	-0.0659	-0.0827	-0.2419	-0.0166	0.4087	-0.3054	0.0416	-0.0309	0.4014	-0.3887	-0.3132	0.0312	-0.3199	-0.3199	0.1691	-0.085	-0.3483	0.2958	0.5982	0.5982	-0.3217	0.3141	-0.0314	-0.3057	-0.0338	0.0176	-0.1612	-0.3652	0.0709	-0.2203	-0.0179	-0.0179	-0.0347	-0.0347	-0.2779	0.247	0.2344	-0.0015	-0.1721	-0.1847
GENIE-MSK-P-0009365-T01-IM5	-0.2725	0.1779	-0.1202	-0.1349	-0.269	-0.0013	-0.1064	-0.4793	-0.1533	0.0324	-0.3355	0.0026	-0.0248	-0.2639	-0.1255	0.0515	0.0242	0.1076	0.125	-0.1189	-0.1493	-0.0389	0.0204	-0.0253	-0.0644	0.0531	0.0413	-0.1465	-0.2327	-0.0814	-0.0872	-0.1266	-0.1457	0.4167	0.2	-0.0392	-0.0392	-0.4973	0.0799	0.2374	0.0433
GENIE-MSK-P-0009368-T01-IM5	-0.2115	-0.0155	-0.0885	0.1401	0.1053	-0.0745	-0.1406	0.056	-0.0429	0.0224	-0.2003	0.1587	0.0344	-0.1836	-0.1836	0.1852	0.1381	-0.0035	-0.0999	-0.1136	0.0155	0.0492	0.0455	-0.1421	-0.0812	-0.0235	-0.1329	-0.127	-0.1943	-0.1075	-0.1074	0.1804	9e-04	-0.06	-0.0726	-0.075	-0.0474	-0.26	0.1551	-0.0254	-0.0522
GENIE-MSK-P-0009370-T01-IM5	0.1275	0.0039	-0.086	-0.086	0.0021	0.0021	-0.0424	-0.1134	0.0199	0.1076	-0.0143	0.0495	-0.0044	-0.0989	-0.0989	0.0576	0.0802	0.0348	0.0491	-0.0264	-0.0264	-0.0971	0.1097	0.0181	-0.0287	-0.0172	-0.0683	-0.0102	-0.0079	-0.024	-0.024	-0.102	-0.0919	0.1794	-0.1046	0.0193	0.0193	-0.108	-0.108	-0.0417	-0.0059
GENIE-MSK-P-0009379-T01-IM5	0.0249	0.0249	0.0397	0.0397	0.0447	0.0447	-0.0247	0.0483	0.0228	-0.0151	-0.0151	0.0293	0.0293	-0.1181	-0.1181	-0.0523	-0.0523	0.0154	0.0154	-0.0204	-0.0204	0.0834	0.0621	0.0128	0.0128	-0.0385	-0.0385	0.0104	0.0104	0.0508	0.0508	0.0356	0.0356	0.0241	0.0241	0.0157	0.0157	0.0048	0.0048	-0.033	-0.033
GENIE-MSK-P-0009411-T01-IM5	0.0219	0.0219	0.0313	0.0313	0.0129	0.0129	-0.0312	-0.424	0.0575	0.0611	0.0611	0.0226	0.0226	-0.0491	-0.0491	0.09	-0.5087	-0.7318	0.0087	0.0487	0.0487	0.0144	0.035	0.0164	0.0164	0.021	0.021	-5e-04	-5e-04	0.0414	0.0414	-0.0345	5e-04	-0.005	-0.005	0.0296	0.0296	0.0341	0.0876	-0.0119	-0.0119
